"","artist","title","Wonder","Transcendence","Nostalgia","Tenderness","Peacefulness","Joy","Power","Tension","Sadness","Spotify ID"
"749","Jamie Cullum","Mind Trick",29,16.9,43.9,29.8,48.8,46.4,24.8,7.3,3.6,"1rLs5c68LOspqWKcCMdXKO"
"750","Frenzal Rhomb","Never Had So Much Fun",15.35,13.76,29.71,3.06,9.29,63.65,43.82,14.06,0,"6M8EOu8P6cWMrJDPupNip1"
"751","Sia","Don't Bring Me Down",16.12,18.12,19.12,16.47,16.29,8.18,11.24,11.59,38.82,"4XSBnZBRdrIQzbIvmysvuC"
"752","Suzanne Vega","In Liverpool",17.65,19.59,26.35,17.94,18.29,16.47,19.24,10.88,21.47,"6HHspSEn21kZStPP4BN1xB"
"753","Anathema","Don't Look Too Far",12.8,22.2,21.4,19,24.2,7.7,17.4,5.3,23.4,"1FBakgw7zFrcV2eT6w3FZD"
"754","Avril Lavigne","SpongeBob SquarePants Theme",4.06,1.94,25.94,0.12,9.12,38.65,27.35,20.35,3.76,"0il663f3f63cvsRJtGmdO2"
"755","Halsey","Now or Never",10.69,14.77,7.92,20.69,18.54,17,16.15,14.23,9.92,"7i2DJ88J7jQ8K7zqFX2fW8"
"756","Lykke Li","I Follow Rivers",18.25,21.33,14.42,28.83,38.08,33.83,23.5,9.17,15.25,"4Jv7lweGIUOFQ7Oq2AtAh9"
"757","Frank Sinatra","Like Someone in Love",38.3,22.8,61.3,68.3,62.3,29.3,21.8,7.6,26.2,"0CaqEVnLB5plVzrlrMjfKT"
"758","Tove Lo","Not On Drugs (Ali Payami Remix)",35.45,13.91,28.09,20.09,11,26.91,35.27,7.73,11.55,"3LIwnakr43o8zMLnsHVye9"
"759","Yonderboi","Before you snap",21.33,13.44,8.44,0.44,8.33,2.56,23.72,38.39,8.56,"1a9F0TEZ5fO4yWj0g9wojX"
"760","Nara Leão","Acender As Velas",16,17.39,28.61,24.17,30.65,21.39,5.65,6.35,9.3,"51WPyWMsRCsQL1rLd0D6EO"
"761","Crystal Castles","Pap Smear",17.18,19.09,6.91,5.73,9.36,13.36,19.73,27.73,6.18,"2RuNFmIS9tzrEMRBeVFt5c"
"762","Delerium","Silence (feat. Sarah McLachlan)",17.38,18.19,12.29,2.81,5.48,17.57,19.43,19.62,7.62,"3oVnbdWg48ZrmsUAQQUKbU"
"763","Count Basie","Shiny Stockings",15.8,14.2,35.27,16.2,53.8,22.53,1.6,5,2.13,"5JZoHrIGklz4iUlUNjMBcs"
"764","Chico Buarque","Construção",9.14,13.81,12.24,3.67,8.95,9.19,11.38,29.76,10.95,"3FIuBxOxuQ6kYy8JO0gq2a"
"765","Stan Getz","Só Danço Samba",23.21,12.07,24.36,8.64,28.36,32.93,19.5,11.21,1.43,"5je0CDv1Z1hT82Nek1Fjhl"
"766","Cathedral","Hopkins (The Witchfinder General)",14.3,9.2,8.5,0,10.5,30.4,59.5,21.7,2.7,"2BiEmhDluMGJyfG0Dd061S"
"767","Lighthouse Family","Ain't No Sunshine",38.82,23.18,50,31.73,31.09,22.91,12.45,9,31.18,"435rQGMojc5C6xJbtjeynu"
"768","Demi Lovato","Without the Love",9.69,6.08,20,15.85,7.38,25.77,35.77,19.15,21.62,"4YD5RuRjByJ6Sz0srp5Aii"
"769","Amy Winehouse","Know You Now",14.84,13.16,23.11,11.53,15.74,18.37,16.84,13.63,23.79,"0UVTzpqtuQpuZCd7ZeZeTj"
"770","The Jacksons","Blame It on the Boogie",31.73,25.82,46.09,21.64,15,71.09,50.55,6.73,0,"3qI94hINNNeb4S7xQi18lS"
"771","Björk","Enjoy",24.75,17.81,17.62,14.06,7.38,14.81,35.44,46,8,"6JQVN9gi04NCK1tiz0aQA1"
"772","Beck","Tropicalia",19.62,15.31,26.85,18.92,11.69,27,15.46,8.69,2.69,"6rx6Ew1sday1KvsnD4HNdI"
"773","Eliane Elias","Call Me",20.5,15.14,30.29,37.79,44,13.5,5.86,3,11.64,"5iRxI8g8AxrQe6EpKYMtdN"
"774","Tok Tok Tok","Walk on the Wild Side",33,27.94,36.75,28,53.88,43.44,24.75,8.19,5.06,"78G0LEqrs8HmEwhb75nYXQ"
"775","Who Is Fancy","GOODBYE",30,11.44,15.33,27.67,18.56,16.11,14.67,7.78,9.67,"6K5xY7EabiBLjd2HuBQIak"
"776","Goldfrapp","Some People",25.46,8.46,28.54,26.77,24.23,10.77,12.69,16.69,25,"0bB1VbAl9MctrLUOKf9WaS"
"777","Florence + the Machine","Dog Days Are Over",29.25,22.55,38.55,28.2,23,35.7,39.55,16.2,38.2,"1YLJVmuzeM2YSUkCCaTNUB"
"778","John Mayer","Heartbreak Warfare",36.2,21.3,32.3,37.5,41.2,30.5,24.3,1.9,30.5,"4gs07VlJST4bdxGbBsXVue"
"779","Gnarls Barkley","St. Elsewhere",22.53,24.07,12.13,5.73,17,17.87,33.93,23.13,17.4,"2N5zMZX7YeL1tico8oQxa9"
"780","Belinda","Bailaría Sobre el Fuego",16.82,11.24,7.94,20.18,12.71,25.71,15.53,13.47,5.24,"6OdBw3nV7nmGC5lSxf67p2"
"781","Incognito","Still A Friend Of Mine",15.85,16.62,16.77,23,19.38,24.23,14.31,10.54,5.08,"5B23BmNt1R61I7b8iuB4jg"
"782","Toto","Hold the Line",20.56,25.06,21.5,6.81,2.5,38.06,52.19,21.44,5.19,"4aVuWgvD0X63hcOCnZtNFA"
"783","Sam Smith","I'm Not the Only One",23.67,19.2,34.93,50.6,29.87,25.2,21.47,8.33,20.67,"7795WJLVKJoAyVoOtCWqXN"
"784","Backstreet Boys","Larger Than Life",10.59,6.71,41.71,5.82,7.82,42.47,41.06,6.53,1.35,"6sbXGUn9V9ZaLwLdOfpKRE"
"785","Katatonia","Deliberation",11.95,8.75,14.65,3.15,2.7,13.2,25.45,40.3,14.2,"3z7jm3G3rdp05oTzYWkHNi"
"786","Basia","Drunk on Love",15.5,7.36,18.64,9.36,13.36,28.14,21.77,8.09,3.14,"2oFMQdhYZUVd63DKRgJNVV"
"787","Summer Heart","I Wanna Go",23.92,31.38,32.15,16.23,26.31,33,17.69,6.85,12.69,"3EA4HwrlLdDJ3b4cX7JfqC"
"788","Chaka Khan","Tearin' It Up",23,18.36,27.21,15.07,13.43,43,32.86,13.64,6.93,"7Hag038sye6QGKPZoJpXwU"
"789","Mc Wm","Fuleragem",6,9.18,5.24,1.94,3.76,28.82,27.12,35.53,0,"6tuzPD1zPPvwMbGiD0TBay"
"790","Astrud Gilberto","Agua De Beber",7.46,4.46,22.92,17.15,38,21.08,2.31,1.77,8.23,"3QKJELWORZZ7rUZDWeMWSA"
"791","Roberta Sá","Fogo E Gasolina",12.83,2.58,9.38,6.17,8.58,40.04,16,6.04,1.12,"3z29d3vubYNEBeuuo2e8vE"
"792","Erykah Badu","Didn't Cha Know",11.5,10.5,24.2,25.9,37.9,21.1,3.7,1.7,8.8,"7pv80uUHfocFqfTytu1MVi"
"793","The Fall of Every Season","From Below",2.78,9.67,1.72,0.22,1.06,7.78,30.5,47.22,3.44,"6Cf2i3EYgQcglOmPcR3BDo"
"794","Nat King Cole","Aquellos Ojos Verdes",15.23,12.31,24.92,39.85,46.46,11,4.92,1.15,4.15,"35uu4l4jYnCLMh88URXqoX"
"795","The Cinematic Orchestra","Time and Space",18.29,16.86,9.29,22,34.57,2.93,6.93,21.71,31.86,"6qqNMdHr1hcyF4amMDP5Sf"
"796","Shape of Despair","Descending Inner Night",18.25,22.94,12.88,5.94,16.25,10.06,36.31,50.62,16.31,"6MlYQ2wTknOenhhYhofmdy"
"797","Lorde","Royals",17.58,20.08,46.33,22.58,25.33,45.42,41.83,14.42,10.42,"2dLLR6qlu5UJ5gk0dKz0h3"
"798","Knife Party","Bonfire",21.56,26.06,12.72,1.33,5.28,31.17,48,20.39,1.17,"0QIYINh2AwmOmdu8CRYvlw"
"799","Jamie Woon","Shoulda",12.1,9.05,19.2,33.65,32.05,12.35,3.55,8.9,17.35,"6I39hUKfIBsPBLX42jE3Dk"
"800","Chromeo","Bad Decision",13.53,7.33,12,4.93,7.87,61.27,48.2,17.27,0.2,"0PIQF15Jp7HwouZPLqPj8b"
"801","Chaka Khan","La Flamme",3.19,2.81,21.48,10.76,5.67,23.86,28.86,21.29,0.43,"2eov5RDWfwpixHgts4okh9"
"802","Grace Jones","Scary But Fun",6.26,7.47,13.68,6.11,9.79,14.68,21,20.68,20.32,"6ulf6TKwgoeKjNM7GPHmII"
"803","Diana Krall","The Look Of Love",27.93,11.64,38.71,39.64,46.5,15.71,4.21,1.57,11.36,"3CDHydgW0ssTh59f0jy1y3"
"804","Taylor Dayne","You Meant The World To Me",17.71,3.79,26.79,20.21,18.79,44,23.43,3.5,2.14,"4GGKiv7YVIvwvGbbdcsmB1"
"805","Simon Curtis","D.T.M.",8.36,11.64,10.5,5,7.5,20.14,40.71,44.5,2.5,"6SmXooAqsXFWej4L1xlpsV"
"806","Savage Garden","Hold Me",13.26,2.65,28.39,21.61,12.96,20.48,19.65,5.78,5.17,"5z7UgjxvvKBTf3qZMDvddZ"
"807","Télépopmusik","Don't Look Back",22.14,22,20.79,18.71,25.71,10.86,6,14.36,9.86,"6T1DyqY15fNj7F5FK4r5VR"
"808","Prince","Kiss",21.1,17.05,43.67,19.52,8.9,57.52,29.14,14.29,1,"62LJFaYihsdVrrkgUOJC05"
"809","Blur","Girls & Boys",10.8,3,24.73,3.67,6.93,28.47,14.47,9.67,0.73,"5CeL9C3bsoe4yzYS1Qz8cw"
"810","Michael Kiwanuka","Rest",28.33,22.54,38.25,60.96,55.96,15.92,11.33,2.5,22.17,"46ueNei78zAk47R2OOLInn"
"811","Ella Fitzgerald & Louis Armstrong","Cheek to Cheek",23.62,9.94,37.69,35.38,35.38,28.62,15.12,7.62,6.44,"33jt3kYWjQzqn3xyYQ5ZEh"
"812","Usher","DJ Got Us Fallin' In Love",23.7,32.4,75,16.6,11.8,59.4,53.6,12.6,1.4,"4356Typ82hUiFAynbLYbPn"
"813","Renee Olstead","A Love That Will Last",26.06,16.53,43.65,52.53,54.65,16.76,3.94,1.18,10.18,"4bJbSERtCqK9D6DRUPMmMh"
"814","Elis Regina","Canto De Ossanha",8.45,5.35,20.35,15.8,19.45,19.55,11.45,10.2,6.65,"7hli27iuIkMtJJMcLYou25"
"815","Aretha Franklin","I Never Loved a Man (the Way I Love You)",21.09,12.91,34.23,26.14,25.05,23.32,30.64,18.36,23.68,"7s25THrKz86DM225dOYwnr"
"816","Alpine","Gasoline",17.47,14.88,19.29,17.18,27.41,23,18.41,4.82,6.71,"1KHOOsJUHBy82PCZVV8Lmd"
"817","Kylie Minogue","Love at First Sight",12.2,9.6,12.2,11.47,4.47,44.53,33,14.93,0.27,"6ua8mbyHXTHpAmGyGpFAS2"
